ts_utc,channel,region,product,manual_review,identity_mismatch,processing_seconds
2026-09-15T12:05:55Z,web,midwest,credit_card,0,0,52.2
2026-09-15T12:06:20Z,mobile,west,credit_card,0,0,45.4
2026-09-15T12:06:40Z,web,west,personal_loan,0,0,25.1
2026-09-15T12:06:43Z,mobile,west,personal_loan,0,0,43.6
2026-09-15T12:06:44Z,partner,west,credit_card,0,0,62.2
2026-09-15T12:06:51Z,mobile,west,personal_loan,0,0,57.9
2026-09-15T12:07:15Z,web,midwest,personal_loan,0,0,17.8
2026-09-15T12:07:23Z,partner,southeast,personal_loan,0,0,53.3
2026-09-15T12:07:28Z,mobile,northeast,personal_loan,1,0,27.1
2026-09-15T12:07:39Z,partner,southeast,personal_loan,0,0,71.1
2026-09-15T12:07:45Z,web,northeast,auto_loan,0,0,42.5
2026-09-15T12:08:30Z,mobile,west,auto_loan,0,0,59.7
2026-09-15T12:08:31Z,mobile,midwest,personal_loan,0,0,55.1
2026-09-15T12:08:38Z,mobile,northeast,auto_loan,0,0,52.2
2026-09-15T12:08:38Z,partner,northeast,credit_card,1,0,47.8
2026-09-15T12:08:49Z,web,northeast,personal_loan,0,0,46.2
2026-09-15T12:08:57Z,mobile,northeast,auto_loan,0,0,52.7
2026-09-15T12:09:01Z,partner,west,auto_loan,1,0,62.7
2026-09-15T12:09:03Z,web,northeast,auto_loan,0,0,32.3
2026-09-15T12:09:09Z,web,northeast,personal_loan,1,0,32.3
2026-09-15T12:09:26Z,web,midwest,personal_loan,0,0,24.8
2026-09-15T12:09:37Z,mobile,northeast,auto_loan,0,0,44.1
2026-09-15T12:09:41Z,mobile,northeast,auto_loan,0,0,32.1
2026-09-15T12:09:48Z,mobile,west,credit_card,0,0,44.6
2026-09-15T12:09:49Z,web,midwest,personal_loan,0,0,22.2
2026-09-15T12:10:00Z,mobile,west,auto_loan,0,0,44.7
2026-09-15T12:10:04Z,mobile,northeast,personal_loan,0,0,45.8
2026-09-15T12:10:14Z,web,west,personal_loan,0,0,24.0
2026-09-15T12:10:16Z,mobile,west,auto_loan,0,0,27.7
2026-09-15T12:10:33Z,partner,southeast,auto_loan,0,0,57.0
2026-09-15T12:10:35Z,web,midwest,personal_loan,0,0,29.9
2026-09-15T12:10:37Z,mobile,southeast,auto_loan,0,0,48.4
2026-09-15T12:10:46Z,mobile,west,auto_loan,0,0,39.1
2026-09-15T12:11:35Z,partner,midwest,credit_card,0,0,58.3
2026-09-15T12:11:57Z,web,southeast,credit_card,0,0,24.9
2026-09-15T12:12:13Z,web,midwest,personal_loan,0,0,22.3
2026-09-15T12:12:20Z,mobile,southeast,credit_card,0,0,41.5
2026-09-15T12:12:25Z,web,midwest,credit_card,0,0,34.0
2026-09-15T12:12:46Z,web,west,auto_loan,0,0,33.3
2026-09-15T12:12:46Z,web,southeast,auto_loan,0,0,39.2
2026-09-15T12:12:57Z,web,northeast,auto_loan,0,0,31.1
2026-09-15T12:12:59Z,web,northeast,personal_loan,0,0,24.8
2026-09-15T12:13:02Z,web,midwest,personal_loan,0,0,32.4
2026-09-15T12:13:14Z,web,northeast,personal_loan,0,0,23.9
2026-09-15T12:13:19Z,web,west,personal_loan,0,0,30.0
2026-09-15T12:13:28Z,web,northeast,personal_loan,0,0,31.1
2026-09-15T12:13:33Z,web,northeast,personal_loan,0,0,38.0
2026-09-15T12:13:34Z,web,southeast,personal_loan,0,0,29.9
2026-09-15T12:13:55Z,mobile,southeast,personal_loan,0,0,48.2
2026-09-15T12:14:22Z,mobile,midwest,personal_loan,1,0,45.9
2026-09-15T12:14:24Z,mobile,west,personal_loan,0,0,41.7
2026-09-15T12:14:40Z,web,midwest,credit_card,0,0,28.4
2026-09-15T12:15:02Z,web,northeast,credit_card,0,0,35.8
2026-09-15T12:15:27Z,web,northeast,credit_card,0,0,34.1
2026-09-15T12:15:47Z,web,southeast,credit_card,0,0,34.5
2026-09-15T12:15:53Z,web,northeast,personal_loan,0,0,19.4
2026-09-15T12:16:17Z,mobile,northeast,credit_card,0,0,50.5
2026-09-15T12:16:37Z,mobile,southeast,credit_card,0,0,55.9
2026-09-15T12:17:06Z,web,southeast,auto_loan,0,0,24.0
2026-09-15T12:17:26Z,partner,midwest,personal_loan,0,0,49.8
2026-09-15T12:17:40Z,web,west,personal_loan,1,0,34.1
2026-09-15T12:17:43Z,web,west,auto_loan,0,0,35.6
2026-09-15T12:17:50Z,web,northeast,auto_loan,0,0,35.0
2026-09-15T12:17:52Z,partner,southeast,credit_card,1,1,73.0
2026-09-15T12:18:06Z,mobile,west,credit_card,0,0,53.3
2026-09-15T12:18:11Z,web,northeast,personal_loan,0,0,38.4
2026-09-15T12:18:32Z,mobile,west,auto_loan,0,0,53.5
2026-09-15T12:18:44Z,mobile,west,personal_loan,1,0,49.1
2026-09-15T12:18:46Z,mobile,southeast,personal_loan,0,0,33.6
2026-09-15T12:18:55Z,mobile,southeast,personal_loan,1,0,47.9
2026-09-15T12:19:10Z,web,midwest,auto_loan,0,0,37.1
2026-09-15T12:19:31Z,web,west,credit_card,0,0,40.0
2026-09-15T12:19:32Z,web,west,credit_card,0,0,24.9
2026-09-15T12:20:11Z,partner,west,credit_card,0,0,51.1
2026-09-15T12:20:15Z,web,northeast,auto_loan,0,0,29.4
2026-09-15T12:20:20Z,web,west,auto_loan,0,0,27.3
2026-09-15T12:20:47Z,mobile,midwest,credit_card,0,0,56.9
2026-09-15T12:20:58Z,mobile,midwest,auto_loan,0,0,36.8
2026-09-15T12:21:03Z,mobile,northeast,personal_loan,0,0,43.7
2026-09-15T12:21:09Z,web,midwest,personal_loan,0,0,38.8
2026-09-15T12:21:21Z,partner,west,auto_loan,0,0,60.8
2026-09-15T12:21:26Z,mobile,southeast,personal_loan,1,1,53.3
2026-09-15T12:21:34Z,web,west,personal_loan,0,0,41.1
2026-09-15T12:21:53Z,mobile,northeast,auto_loan,0,0,40.0
2026-09-15T12:22:12Z,web,southeast,auto_loan,0,0,25.3
2026-09-15T12:22:12Z,web,southeast,personal_loan,0,0,36.6
2026-09-15T12:22:23Z,partner,midwest,personal_loan,1,0,61.1
2026-09-15T12:22:32Z,web,midwest,personal_loan,0,0,28.0
2026-09-15T12:22:32Z,web,west,auto_loan,0,0,34.7
2026-09-15T12:23:01Z,mobile,midwest,credit_card,1,1,34.7
2026-09-15T12:23:33Z,web,west,personal_loan,0,0,25.3
2026-09-15T12:23:42Z,web,southeast,personal_loan,0,0,38.1
2026-09-15T12:23:43Z,web,northeast,personal_loan,0,0,30.5
2026-09-15T12:23:45Z,partner,west,auto_loan,1,0,54.1
2026-09-15T12:23:52Z,mobile,southeast,personal_loan,0,0,41.6
2026-09-15T12:24:17Z,web,northeast,auto_loan,1,1,21.4
2026-09-15T12:24:20Z,mobile,northeast,credit_card,0,0,52.0
2026-09-15T12:24:42Z,web,midwest,credit_card,0,0,38.7
2026-09-15T12:24:42Z,web,northeast,personal_loan,0,0,25.3
2026-09-15T12:24:49Z,web,midwest,credit_card,0,0,41.7
2026-09-15T12:24:52Z,partner,west,auto_loan,0,0,58.1
2026-09-15T12:25:19Z,web,west,credit_card,0,0,40.3
2026-09-15T12:25:35Z,web,northeast,personal_loan,0,0,33.6
2026-09-15T12:25:36Z,mobile,southeast,credit_card,0,0,59.7
2026-09-15T12:25:47Z,web,northeast,personal_loan,0,0,20.5
2026-09-15T12:25:55Z,web,west,personal_loan,0,0,40.6
2026-09-15T12:26:00Z,web,northeast,personal_loan,0,0,30.6
2026-09-15T12:26:04Z,web,west,auto_loan,0,0,32.3
2026-09-15T12:26:23Z,mobile,west,credit_card,0,0,44.3
2026-09-15T12:26:41Z,web,northeast,auto_loan,0,0,18.1
2026-09-15T12:26:48Z,web,west,auto_loan,0,0,40.9
2026-09-15T12:26:52Z,web,northeast,personal_loan,0,0,14.8
2026-09-15T12:27:00Z,web,northeast,auto_loan,0,0,29.4
2026-09-15T12:28:24Z,mobile,west,credit_card,0,0,34.9
2026-09-15T12:28:31Z,web,midwest,personal_loan,0,0,32.1
2026-09-15T12:28:31Z,web,west,personal_loan,0,0,16.7
2026-09-15T12:28:54Z,web,northeast,personal_loan,0,0,28.6
2026-09-15T12:28:56Z,web,southeast,personal_loan,0,0,27.3
2026-09-15T12:29:02Z,web,northeast,auto_loan,0,0,25.6
2026-09-15T12:29:06Z,web,west,auto_loan,0,0,37.5
2026-09-15T12:29:10Z,web,midwest,credit_card,0,0,26.3
2026-09-15T12:29:41Z,web,southeast,personal_loan,1,0,28.5
2026-09-15T12:29:42Z,web,southeast,credit_card,0,0,26.3
2026-09-15T12:29:49Z,mobile,midwest,personal_loan,0,0,42.4
2026-09-15T12:29:58Z,web,northeast,personal_loan,0,0,32.4
2026-09-15T12:30:05Z,mobile,northeast,personal_loan,0,0,40.0
2026-09-15T12:30:21Z,web,northeast,personal_loan,0,0,39.6
2026-09-15T12:30:26Z,web,midwest,credit_card,0,0,37.3
2026-09-15T12:30:46Z,partner,northeast,personal_loan,0,0,49.8
2026-09-15T12:30:48Z,mobile,west,auto_loan,0,0,51.2
2026-09-15T12:30:59Z,mobile,midwest,auto_loan,1,1,47.5
2026-09-15T12:30:59Z,web,northeast,auto_loan,1,0,20.6
2026-09-15T12:31:17Z,web,midwest,personal_loan,0,0,30.2
2026-09-15T12:31:20Z,mobile,northeast,personal_loan,0,0,36.8
2026-09-15T12:31:28Z,mobile,northeast,auto_loan,0,0,53.0
2026-09-15T12:31:38Z,web,southeast,credit_card,0,0,36.4
2026-09-15T12:31:39Z,web,west,auto_loan,0,0,30.9
2026-09-15T12:31:47Z,web,west,personal_loan,0,0,28.4
2026-09-15T12:31:52Z,mobile,southeast,auto_loan,0,0,61.3
2026-09-15T12:32:05Z,web,west,auto_loan,0,0,27.2
2026-09-15T12:32:12Z,web,midwest,auto_loan,0,0,33.4
2026-09-15T12:32:12Z,mobile,southeast,personal_loan,0,0,37.4
2026-09-15T12:32:38Z,mobile,southeast,personal_loan,0,0,32.9
2026-09-15T12:32:42Z,partner,northeast,credit_card,0,0,43.1
2026-09-15T12:32:46Z,mobile,west,personal_loan,0,0,31.4
2026-09-15T12:32:47Z,partner,southeast,auto_loan,0,0,51.5
2026-09-15T12:33:20Z,web,midwest,auto_loan,0,0,47.0
2026-09-15T12:33:24Z,web,midwest,auto_loan,0,0,30.6
2026-09-15T12:33:25Z,mobile,midwest,credit_card,0,0,33.3
2026-09-15T12:33:25Z,web,midwest,auto_loan,0,0,29.3
2026-09-15T12:33:28Z,web,west,auto_loan,0,0,29.4
2026-09-15T12:33:31Z,web,midwest,credit_card,0,0,25.0
2026-09-15T12:33:35Z,web,west,credit_card,0,0,26.2
2026-09-15T12:33:51Z,mobile,west,personal_loan,0,0,43.6
2026-09-15T12:33:58Z,mobile,midwest,personal_loan,0,0,43.8
2026-09-15T12:34:08Z,web,northeast,personal_loan,0,0,34.3
2026-09-15T12:34:51Z,web,midwest,auto_loan,0,0,23.5
2026-09-15T12:35:00Z,web,west,personal_loan,0,0,35.1
2026-09-15T12:35:15Z,partner,southeast,personal_loan,1,0,56.4
2026-09-15T12:35:17Z,web,southeast,personal_loan,0,0,53.6
2026-09-15T12:35:36Z,web,midwest,credit_card,0,0,30.7
2026-09-15T12:35:40Z,web,southeast,credit_card,0,0,29.6
2026-09-15T12:35:41Z,web,west,personal_loan,0,0,45.8
2026-09-15T12:37:10Z,mobile,midwest,personal_loan,0,0,47.4
2026-09-15T12:37:21Z,partner,southeast,credit_card,0,0,45.6
2026-09-15T12:37:41Z,mobile,northeast,auto_loan,0,0,53.7
2026-09-15T12:37:42Z,web,southeast,auto_loan,0,0,31.5
2026-09-15T12:37:44Z,mobile,southeast,personal_loan,0,0,36.9
2026-09-15T12:38:06Z,mobile,west,personal_loan,0,0,56.8
2026-09-15T12:38:32Z,web,west,personal_loan,0,0,23.4
2026-09-15T12:38:41Z,web,southeast,auto_loan,0,0,21.1
2026-09-15T12:39:10Z,web,midwest,personal_loan,0,0,37.2
2026-09-15T12:39:12Z,partner,northeast,credit_card,0,0,56.1
2026-09-15T12:39:23Z,web,west,credit_card,0,0,29.4
2026-09-15T12:39:23Z,web,northeast,auto_loan,0,0,29.0
2026-09-15T12:39:36Z,mobile,west,auto_loan,0,0,60.2
2026-09-15T12:40:24Z,web,midwest,auto_loan,0,0,26.3
2026-09-15T12:40:30Z,web,northeast,personal_loan,0,0,26.2
2026-09-15T12:40:34Z,web,northeast,auto_loan,0,0,34.4
2026-09-15T12:40:47Z,mobile,west,credit_card,0,0,36.3
2026-09-15T12:40:52Z,web,west,auto_loan,0,0,31.6
2026-09-15T12:40:59Z,web,northeast,credit_card,0,0,42.8
2026-09-15T12:41:12Z,web,midwest,personal_loan,0,0,30.8
2026-09-15T12:41:12Z,partner,northeast,auto_loan,1,0,61.4
2026-09-15T12:41:24Z,partner,west,auto_loan,0,0,67.4
2026-09-15T12:41:39Z,web,west,personal_loan,0,0,35.8
2026-09-15T12:42:27Z,partner,southeast,auto_loan,0,0,73.8
2026-09-15T12:42:34Z,web,midwest,auto_loan,0,0,27.1
2026-09-15T12:43:12Z,web,southeast,auto_loan,0,0,9.9
2026-09-15T12:43:19Z,web,southeast,personal_loan,0,0,24.6
2026-09-15T12:43:27Z,web,southeast,credit_card,0,0,33.5
2026-09-15T12:43:28Z,mobile,northeast,auto_loan,0,0,42.6
2026-09-15T12:43:41Z,partner,west,credit_card,0,0,51.3
2026-09-15T12:44:02Z,web,southeast,credit_card,0,0,30.5
2026-09-15T12:44:02Z,partner,midwest,credit_card,0,0,58.6
2026-09-15T12:44:13Z,web,west,personal_loan,0,0,27.6
2026-09-15T12:44:20Z,web,northeast,personal_loan,0,0,21.5
2026-09-15T12:44:22Z,web,northeast,personal_loan,0,0,26.1
2026-09-15T12:44:37Z,partner,west,auto_loan,0,0,50.3
2026-09-15T12:44:47Z,web,west,personal_loan,0,0,23.6
2026-09-15T12:44:52Z,mobile,northeast,personal_loan,0,0,42.6
2026-09-15T12:44:58Z,mobile,midwest,credit_card,0,0,49.0
2026-09-15T12:45:04Z,web,southeast,personal_loan,0,0,37.6
2026-09-15T12:45:12Z,web,northeast,auto_loan,0,0,29.6
2026-09-15T12:45:40Z,partner,west,credit_card,0,0,65.9
2026-09-15T12:45:49Z,web,southeast,personal_loan,0,0,28.4
2026-09-15T12:45:57Z,mobile,southeast,personal_loan,0,0,38.4
2026-09-15T12:46:03Z,partner,midwest,credit_card,1,0,60.2
2026-09-15T12:46:10Z,mobile,midwest,personal_loan,0,0,32.6
2026-09-15T12:46:40Z,mobile,southeast,personal_loan,0,0,47.6
2026-09-15T12:46:43Z,mobile,southeast,auto_loan,0,0,39.1
2026-09-15T12:46:56Z,web,southeast,credit_card,0,0,29.6
2026-09-15T12:47:05Z,mobile,midwest,personal_loan,0,0,47.1
2026-09-15T12:47:38Z,mobile,northeast,auto_loan,0,0,53.6
2026-09-15T12:47:40Z,mobile,southeast,personal_loan,0,0,50.5
2026-09-15T12:48:00Z,web,northeast,personal_loan,0,0,28.0
2026-09-15T12:48:14Z,mobile,west,personal_loan,0,0,45.6
2026-09-15T12:48:22Z,mobile,west,credit_card,0,0,58.9
2026-09-15T12:48:47Z,web,southeast,auto_loan,0,0,37.3
2026-09-15T12:49:17Z,mobile,northeast,personal_loan,0,0,51.7
2026-09-15T12:49:20Z,web,west,credit_card,0,0,34.0
2026-09-15T12:49:21Z,web,northeast,personal_loan,0,0,18.9
2026-09-15T12:49:39Z,web,midwest,auto_loan,0,0,26.6
2026-09-15T12:49:46Z,web,northeast,credit_card,0,0,36.1
2026-09-15T12:49:48Z,web,northeast,auto_loan,0,0,29.6
2026-09-15T12:50:07Z,mobile,southeast,personal_loan,0,0,36.1
2026-09-15T12:50:07Z,web,northeast,auto_loan,0,0,13.6
2026-09-15T12:50:07Z,web,northeast,personal_loan,0,0,32.5
2026-09-15T12:50:26Z,mobile,midwest,personal_loan,0,0,61.4
2026-09-15T12:50:34Z,web,northeast,personal_loan,0,0,27.6
2026-09-15T12:50:45Z,web,southeast,credit_card,0,0,45.4
2026-09-15T12:50:47Z,partner,midwest,personal_loan,0,0,45.1
2026-09-15T12:51:00Z,partner,southeast,auto_loan,0,0,61.5
2026-09-15T12:51:01Z,mobile,midwest,auto_loan,0,0,21.5
2026-09-15T12:51:06Z,web,southeast,credit_card,0,0,23.7
2026-09-15T12:51:34Z,web,west,credit_card,0,0,31.6
2026-09-15T12:51:34Z,web,southeast,personal_loan,0,0,27.8
2026-09-15T12:51:36Z,web,northeast,auto_loan,0,0,28.9
2026-09-15T12:51:43Z,web,midwest,personal_loan,0,0,17.0
2026-09-15T12:51:57Z,web,midwest,credit_card,0,0,34.4
2026-09-15T12:52:20Z,web,northeast,personal_loan,0,0,33.6
2026-09-15T12:52:29Z,partner,west,credit_card,0,0,57.0
2026-09-15T12:53:11Z,web,northeast,personal_loan,0,0,38.1
2026-09-15T12:53:17Z,web,northeast,auto_loan,0,0,24.1
2026-09-15T12:53:19Z,mobile,west,credit_card,0,0,42.2
2026-09-15T12:53:28Z,web,midwest,personal_loan,0,0,36.7
2026-09-15T12:53:31Z,web,west,auto_loan,0,0,31.1
2026-09-15T12:53:48Z,web,northeast,auto_loan,0,0,35.7
2026-09-15T12:53:57Z,partner,west,auto_loan,0,0,50.9
2026-09-15T12:54:05Z,web,west,personal_loan,0,0,24.7
2026-09-15T12:54:06Z,partner,northeast,credit_card,0,0,65.0
2026-09-15T12:54:14Z,web,northeast,auto_loan,0,0,35.1
2026-09-15T12:54:33Z,web,west,credit_card,0,0,43.9
2026-09-15T12:55:12Z,web,midwest,auto_loan,0,0,44.8
2026-09-15T12:55:28Z,mobile,southeast,auto_loan,0,0,39.8
2026-09-15T12:55:34Z,web,southeast,auto_loan,0,0,18.4
2026-09-15T12:55:47Z,web,west,credit_card,0,0,38.9
2026-09-15T12:56:10Z,web,midwest,personal_loan,0,0,16.5
2026-09-15T12:56:11Z,web,northeast,auto_loan,0,0,25.8
2026-09-15T12:56:49Z,mobile,midwest,auto_loan,0,0,46.9
2026-09-15T12:56:54Z,web,midwest,credit_card,0,0,28.0
2026-09-15T12:57:00Z,mobile,west,personal_loan,0,0,41.9
2026-09-15T12:57:07Z,web,northeast,credit_card,0,0,26.4
2026-09-15T12:57:12Z,web,northeast,auto_loan,0,0,40.3
2026-09-15T12:57:57Z,mobile,northeast,personal_loan,0,0,37.3
2026-09-15T12:58:01Z,mobile,midwest,auto_loan,0,0,42.4
2026-09-15T12:58:15Z,web,northeast,auto_loan,0,0,42.8
2026-09-15T12:58:29Z,web,northeast,credit_card,0,0,18.5
2026-09-15T12:58:37Z,web,northeast,auto_loan,0,0,23.9
2026-09-15T12:58:39Z,mobile,midwest,personal_loan,0,0,48.0
2026-09-15T12:58:46Z,partner,southeast,personal_loan,0,0,55.5
2026-09-15T12:58:54Z,partner,northeast,auto_loan,0,0,51.5
2026-09-15T12:59:13Z,web,northeast,personal_loan,0,0,35.9
2026-09-15T12:59:17Z,web,west,personal_loan,0,0,26.2
2026-09-15T12:59:18Z,web,northeast,auto_loan,0,0,41.6
2026-09-15T12:59:25Z,web,northeast,credit_card,0,0,45.5
2026-09-15T12:59:37Z,web,southeast,credit_card,0,0,37.7
2026-09-15T12:59:45Z,web,west,credit_card,0,0,39.8
2026-09-15T13:00:03Z,web,midwest,credit_card,0,0,24.7
2026-09-15T13:00:13Z,mobile,midwest,personal_loan,0,0,32.4
2026-09-15T13:00:59Z,mobile,northeast,credit_card,0,0,48.2
2026-09-15T13:01:09Z,web,midwest,credit_card,0,0,43.7
2026-09-15T13:01:19Z,web,northeast,personal_loan,0,0,41.3
2026-09-15T13:01:24Z,web,west,personal_loan,0,0,38.7
2026-09-15T13:01:24Z,mobile,west,auto_loan,0,0,47.4
2026-09-15T13:01:36Z,web,west,credit_card,0,0,25.4
2026-09-15T13:01:39Z,mobile,west,personal_loan,0,0,37.6
2026-09-15T13:01:41Z,web,southeast,auto_loan,0,0,19.2
2026-09-15T13:01:42Z,partner,southeast,credit_card,0,0,60.0
2026-09-15T13:01:59Z,mobile,west,personal_loan,0,0,44.9
2026-09-15T13:02:02Z,mobile,midwest,auto_loan,0,0,38.2
2026-09-15T13:02:15Z,mobile,southeast,credit_card,0,0,50.3
2026-09-15T13:02:28Z,web,west,credit_card,0,0,37.0
2026-09-15T13:03:21Z,mobile,west,auto_loan,0,0,32.8
2026-09-15T13:03:23Z,web,northeast,personal_loan,0,0,14.9
2026-09-15T13:03:25Z,mobile,southeast,auto_loan,0,0,42.2
2026-09-15T13:03:25Z,web,northeast,personal_loan,0,0,10.9
2026-09-15T13:03:34Z,partner,northeast,auto_loan,0,0,69.2
2026-09-15T13:03:35Z,web,southeast,personal_loan,0,0,26.8
2026-09-15T13:03:42Z,mobile,west,personal_loan,0,0,43.2
2026-09-15T13:03:56Z,partner,southeast,personal_loan,0,0,63.7
2026-09-15T13:03:57Z,web,southeast,auto_loan,0,0,26.9
2026-09-15T13:04:24Z,partner,southeast,credit_card,0,0,45.6
2026-09-15T13:04:28Z,mobile,northeast,personal_loan,0,0,55.2
2026-09-15T13:05:00Z,web,northeast,auto_loan,0,0,31.9
2026-09-15T13:05:02Z,mobile,west,personal_loan,0,0,50.7
2026-09-15T13:05:03Z,web,northeast,auto_loan,0,0,36.3
2026-09-15T13:05:22Z,mobile,midwest,credit_card,0,0,51.7
2026-09-15T13:05:30Z,partner,northeast,credit_card,0,0,60.8
2026-09-15T13:05:33Z,web,west,personal_loan,0,0,22.6
2026-09-15T13:05:49Z,web,west,auto_loan,0,0,19.6
2026-09-15T13:06:04Z,partner,west,credit_card,1,0,59.7
2026-09-15T13:06:20Z,web,northeast,credit_card,0,0,38.4
2026-09-15T13:06:28Z,web,northeast,personal_loan,0,0,27.9
2026-09-15T13:07:02Z,web,northeast,auto_loan,0,0,10.1
2026-09-15T13:07:08Z,partner,west,auto_loan,0,0,66.3
2026-09-15T13:07:08Z,web,northeast,credit_card,0,0,27.2
2026-09-15T13:07:11Z,web,west,personal_loan,0,0,47.5
2026-09-15T13:07:11Z,web,northeast,credit_card,0,0,34.8
2026-09-15T13:07:18Z,partner,midwest,auto_loan,0,0,57.6
2026-09-15T13:07:41Z,mobile,northeast,credit_card,0,0,30.3
2026-09-15T13:07:44Z,web,west,credit_card,0,0,41.2
2026-09-15T13:08:03Z,web,midwest,personal_loan,0,0,34.8
2026-09-15T13:08:08Z,mobile,midwest,auto_loan,0,0,35.1
2026-09-15T13:08:24Z,web,midwest,personal_loan,0,0,29.7
2026-09-15T13:08:32Z,web,northeast,personal_loan,0,0,33.3
2026-09-15T13:08:44Z,web,southeast,auto_loan,0,0,24.2
2026-09-15T13:08:53Z,partner,southeast,personal_loan,1,0,61.4
2026-09-15T13:09:12Z,web,west,personal_loan,0,0,25.5
2026-09-15T13:09:16Z,mobile,west,personal_loan,0,0,42.5
2026-09-15T13:09:25Z,web,southeast,personal_loan,0,0,25.4
2026-09-15T13:09:41Z,web,northeast,personal_loan,0,0,39.0
2026-09-15T13:09:51Z,mobile,midwest,personal_loan,1,0,38.8
2026-09-15T13:09:56Z,web,midwest,credit_card,0,0,26.2
2026-09-15T13:09:59Z,web,southeast,personal_loan,0,0,21.4
2026-09-15T13:10:12Z,mobile,west,credit_card,0,0,42.0
2026-09-15T13:10:24Z,partner,northeast,credit_card,0,0,62.8
2026-09-15T13:10:26Z,web,west,auto_loan,0,0,39.5
2026-09-15T13:10:40Z,web,southeast,credit_card,0,0,27.9
2026-09-15T13:10:40Z,partner,southeast,personal_loan,1,0,43.8
2026-09-15T13:10:55Z,mobile,west,auto_loan,0,0,41.6
2026-09-15T13:10:56Z,web,midwest,credit_card,0,0,34.4
2026-09-15T13:10:58Z,mobile,west,personal_loan,0,0,42.4
2026-09-15T13:11:06Z,web,northeast,personal_loan,0,0,32.1
2026-09-15T13:11:13Z,mobile,northeast,credit_card,0,0,53.4
2026-09-15T13:11:26Z,web,west,personal_loan,0,0,25.7
2026-09-15T13:11:38Z,mobile,southeast,auto_loan,0,0,30.3
2026-09-15T13:11:42Z,web,west,personal_loan,0,0,28.6
2026-09-15T13:11:58Z,mobile,midwest,credit_card,1,0,24.3
2026-09-15T13:11:59Z,partner,west,auto_loan,0,0,58.7
2026-09-15T13:12:44Z,web,northeast,personal_loan,0,0,38.4
2026-09-15T13:12:51Z,web,southeast,personal_loan,0,0,38.4
2026-09-15T13:13:06Z,mobile,northeast,auto_loan,0,0,27.7
2026-09-15T13:13:07Z,mobile,west,auto_loan,0,0,40.0
2026-09-15T13:13:11Z,partner,west,personal_loan,0,0,58.7
2026-09-15T13:13:33Z,mobile,midwest,auto_loan,0,0,47.8
2026-09-15T13:13:40Z,partner,west,personal_loan,0,0,72.2
2026-09-15T13:13:44Z,web,northeast,auto_loan,0,0,24.5
2026-09-15T13:13:44Z,web,west,credit_card,0,0,24.0
2026-09-15T13:13:58Z,web,midwest,personal_loan,0,0,40.0
2026-09-15T13:13:58Z,web,southeast,personal_loan,0,0,35.7
2026-09-15T13:14:03Z,mobile,west,auto_loan,0,0,40.3
2026-09-15T13:14:05Z,partner,midwest,credit_card,0,0,39.9
2026-09-15T13:14:18Z,web,midwest,auto_loan,0,0,35.9
2026-09-15T13:14:27Z,web,northeast,personal_loan,0,0,40.8
